signature,num_vertices,diameter (qtm),example antipodes (qtm),radius (qtm),example center (qtm),diameter (htm),example antipodes (htm),radius (htm),example center (htm)
0x10800080000C23,1935,71,0x44010080294 => 0x8c40844001,36,0x680009610,43,0x44010080294 => 0x4c000842210,22,0x250001390
0x20088000000C06,163,16,0x68000044801 => 0x48800041810,9,0x68800040201,14,0x188000140011 => 0x48800001610,8,0x28a00001600
0x3F6000007A1,970,25,0x7380026082d => 0x6f00028422d,14,0x1fe000007a1,19,0x7b0004215a2 => 0x50a44088422d,11,0x7f000200bc1
0x100400B4000631,3848,49,0x1a01013898 => 0x198008030c41,26,0x6800405b220,38,0x1a01013898 => 0x6c020091310,20,0x480201f4101
0x10039E80000403,3830,78,0x198002824c11 => 0x198040964204,40,0x1ac000c49014,63,0x238200406886 => 0x1a0c80c00886,32,0x1ad200d00014
0x100600B4300401,3832,41,0x1a0005a20c04 => 0x6008b400883,25,0x640b4000283,35,0xc1168005600 => 0x1a0005a20c04,19,0x78005b00404
0x580000C1C,3823,33,0x40980806400 => 0x49042040208,17,0xd80002400c,24,0x5300048210 => 0x50042800803,13,0x4018000ec00
0x1003DA80000423,3793,99,0x1ac000846b40 => 0x1b8000846b40,50,0x7c8002047a0,79,0x1a1280d00431 => 0x539600804c20,40,0xc90402047a1
0x39A00000C60,3780,52,0x6c000460821 => 0x194000140063,27,0x4900004f300,37,0x1900001e0023 => 0x9c0000d608,20,0x64000324181
0x2100080200461,1902,27,0x44080420083 => 0x45980004004,16,0x10720083,20,0x65000104108 => 0x45980004004,12,0x700000c61
0x40180200421,3713,26,0x45100020082 => 0x41180401200,15,0x5000009818,22,0x1840208410 => 0x50042800801,12,0x49040208200
0x108400843F8423,3683,66,0x887284507182 => 0x30890427b821,34,0x32fe0198000c,52,0x32001b5810da => 0x887284507182,26,0x31c805a0442d
0x20008000000806,157,9,0x8800001410 => 0x40800040810,6,0x40000100414,8,0x8800001090 => 0x40800000890,5,0x40000144001
0x10000080200461,1827,23,0x40980820800 => 0x45180004004,13,0x400420c2200,19,0x41182000204 => 0x44180800204,11,0x1c001c8000
0x10800080200C2D,1823,26,0x8c4088d004 => 0x50000c29c04,15,0x4008022bc01,20,0x54010406c02 => 0x45600280290,12,0x408100ee080
0x80200421,1826,15,0x12000222 => 0x400080288,9,0x250000180,12,0x40040802800 => 0x400880201,7,0xe80000020
0x10040080000463,3588,31,0x4c000061102 => 0x61800109100,18,0x40010906084,23,0x8c40003c00 => 0x48040640801,14,0x1a001cc000
0x139200800C1C,3537,72,0x321a00806604 => 0x1a8000846b40,39,0x1b9200904044,55,0x1a8000846b40 => 0x70c802002894,31,0x7c80004005e
0x83FE04000421,1772,31,0x8bc20401a620 => 0x8bf0042048c0,17,0x23fe010000c2,25,0x21f601100191 => 0x89f0042048c1,13,0x336c0180081c
0x30800080200423,441,35,0xd0000c20c04 => 0xc1100220083,18,0x40080228c03,21,0x70012300084 => 0x61082300003,11,0x40100428c03
0x108400803C3421,872,24,0x880f005808c1 => 0x191240962204,12,0x30920282481c,18,0x301240960306 => 0x191240962204,10,0x30920282481c
0x10843086200C2D,3478,79,0x213e4104402d => 0x20fc0108422d,41,0x21fc010000de,60,0x20fc0108422d => 0x213e4104402d,31,0x21fc01000c2d
0x10039A80000401,3471,26,0x1880400005b1 => 0x60e00260804,15,0x68600204421,20,0x18011004c281 => 0x50810149090,12,0x6ce00200810
0x10840086200C61,6908,52,0x67080520181 => 0x76810224088,29,0x7f000320021,39,0xf50000dc08 => 0x4f100448301,22,0xf6001e4020
0x128000000806,153,12,0x60000044204 => 0x60800041800,7,0x48000100411,9,0x48800001880 => 0x48800100090,6,0x68000000601
0x108400802005BD,1721,36,0x188c4048e202 => 0x45100607603,19,0x400007ef003,27,0xccf00608202 => 0x18cc0048e202,15,0x416023c3011
0x100C0084018421,3417,33,0x60003012298 => 0x68022191100,19,0x408040dc021,23,0x48968040042 => 0x88082300c3,14,0x400040d8231
0x2100084218421,1709,24,0x61022191100 => 0x508080360c0,14,0x600041da020,18,0x508080360c0 => 0x41060090183,11,0x4000103bc08
0x21080118C00C42,1693,54,0xc30c0401862 => 0xc7080204861,27,0x77000200863,41,0x438c0007860 => 0x219a410c0030,21,0x21da0108400c
0x10040084118421,3379,29,0x488080328c0 => 0x488080b10c0,15,0x1800080f5040,21,0x488080b10c0 => 0x188168000111,12,0x40004358031
0x10038E80000403,840,50,0x1a0c80400283 => 0xb60800040311,26,0x1b8c00400086,40,0x529200820c02 => 0x1a0c80400283,20,0x48e00384081
0x20080180C00846,3339,49,0x5c800920104 => 0x798000820c0,26,0x1b4000480046,37,0x88c000501460 => 0x5c800920104,19,0x500001cf040
0x39E00000460,3330,49,0x5c800980041 => 0x30c800320104,25,0x2de00000460,39,0xc18442000406 => 0x740008c4220,20,0x2de0000010c
0x100400B4200601,3326,25,0x600b6000206 => 0x600b4400811,14,0x400200d7300,19,0x600b6000602 => 0x600b4400890,11,0x322c0100040c
0x38A00000C60,3335,45,0x4c800120184 => 0x5c800120084,23,0x8e00006380,35,0x78800880003 => 0x4c800120184,18,0x580001c4021
0x100400B4200C01,3312,34,0x21b400614 => 0x4810b400203,18,0xc8007a00802,23,0x21b400614 => 0x4810b400203,12,0x40008178043
0x7180062C001C,3303,74,0x5f80030c440 => 0x7f800063100,37,0xdf000600621,58,0x88c304046860 => 0x7f800260102,29,0xdf000600382
0x80800421,1080,12,0x320102 => 0x400840220,8,0xc600000008,10,0x400900102 => 0x2c0004040,6,0xc400000180
0x10800084018423,6441,37,0x21b400618 => 0x4810b400103,19,0x2031d3008,24,0x21b400223 => 0x4810b4000c4,13,0x4c0202d0101
0x10019080200C21,3202,32,0x1640121222 => 0x70602340100,19,0x50e0022400c,24,0xc10c0124300 => 0x2002c00000de,14,0xe800e4420
0x108400843D8421,6381,32,0x32001b40062d => 0x618082b30c1,18,0x400043ff021,23,0x32001b4007a2 => 0x618082b30c1,14,0x18008423f421
0x10000084218421,1574,18,0x1841012098 => 0x45020190102,10,0x40001876008,14,0x200368044040 => 0x410200b0182,8,0x400200f8101
0x210008280003D,3092,34,0xc10c0001b40 => 0xc400844b40,20,0xcd0002005a0,26,0xc10c0001b40 => 0x41040400bc4,15,0xd500000003d
0x108400842D8421,6146,30,0x20884113a608 => 0x418082b30c1,17,0x400062db031,22,0x208045a008da => 0x410084b70c2,13,0x400303f8181
0x1083808020043D,1541,27,0x5401034b091 => 0x188c40c89006,15,0x400103ef081,21,0x5085024b091 => 0x188c40c89006,12,0x400023ef011
0x10000080800463,3069,33,0x48000660102 => 0x61000700102,18,0xe1000018c,22,0x1900001c60 => 0x48000660102,13,0x1b00009840
0x10040010800421,3087,27,0x1980001600 => 0x8c40002410,15,0x40000340062,21,0x44000044308 => 0x1980001600,13,0x440001e0001
0x80400F42007A1,3050,28,0x640b440083d => 0x600b6200b46,16,0x400b41275a0,21,0x640b44005b1 => 0x600b620045e,12,0x180168c00b46
0x10039A80000403,3031,56,0x509200900186 => 0x198040164204,29,0x1a0000d46006,46,0x68e00208c10 => 0x18c1001c0811,24,0x6ce00240201
0x80200C21,1514,16,0x12200c02 => 0x45000080210,10,0x1d00000c00,13,0x50000802210 => 0x50040800003,8,0x8c000c0020
0x100400802C0401,757,16,0x41040160202 => 0x180c00480090,10,0x40010169080,13,0x41040160202 => 0x180c00480090,8,0x4004016c200
0x20080100040862,3006,40,0x44180001602 => 0x188040000861,21,0x48042200411,28,0x4c800120088 => 0x190002180082,15,0x500001e4001
0x83FA04000421,3005,31,0x8af0042048c0 => 0x8ac20401a620,17,0x23be01000418,25,0x21e601100191 => 0x89f2040048c0,13,0x33ec01000046
0x1084008431C421,3019,33,0x1a008403f820 => 0x8a820409e220,18,0x336c01800806,25,0x1b000407b820 => 0x1a008403f820,14,0x1800604d9302
0x840184238C21,2996,40,0x89420409b220 => 0x21180107e808,22,0x20128311b018,29,0x21fc01060820 => 0x20c30103b408,16,0x21120301b418
0x100000B4200421,5976,27,0x410080b00c2 => 0x48008538040,15,0x4000319200c,20,0x410080b00c2 => 0x200378000402,11,0x40008278041
0x10039E80000423,2979,75,0x325a00806604 => 0xc086400008de,38,0x7ce0020021c,60,0xc08640000c3d => 0x325a00806604,30,0x7ce00200423
0x39A00000460,2936,40,0x718000810c0 => 0x51800109110,22,0x5c000120421,31,0x1900021810c0 => 0x718000810c0,17,0xce00020181
0x807004000631,1459,25,0x1b68043000 => 0x41168400c04,15,0x2f4003600,17,0x41168440003 => 0xc1168002600,11,0x1f68000084
0x1800080200421,1467,22,0x5080700080 => 0x14c2001080,13,0x5480008402,17,0x5080700080 => 0x14c2001080,10,0x5680002200
0x108000842F8421,2882,27,0x20031b40022d => 0x20108b400bc1,14,0x200007bc002d,19,0x21001b4007a2 => 0x20031b40045a,11,0x238007a0002d
0x80800423,955,14,0x1900044100 => 0x1900004220,9,0xc400000184,11,0x48002042100 => 0x50800804100,7,0xc200003100
0x10058080200C01,716,22,0x48700244004 => 0x60600380090,12,0x486003c0010,16,0x40f00244004 => 0x40e00280290,9,0xe800c1410
0x10040084018421,2836,25,0x40968000444 => 0x480080b00c2,14,0x40005a04620,18,0x88082300c2 => 0x480080b00c2,10,0x400041d9020
0x7000838C043D,2824,30,0x4e70020cb41 => 0x880f18448381,17,0x5fe002005b0,23,0x1860104c90da => 0x5b0021265b0,14,0x5f000207b41
0x108400843E3421,1411,26,0x880f185808c1 => 0xc2043206d190,14,0x7000804ff402,19,0x507e82900114 => 0x50fe028800c2,11,0x3000419ed20c
0x1F600000060,724,32,0x46110401060 => 0x24c0800861,16,0x7700000062,20,0x56010400118 => 0x34c0004061,11,0x7680000062
0x10840085BC0421,2800,32,0x450203d3111 => 0x1a8c204b8102,17,0x32ec0180002d,22,0x45820393111 => 0x68622298301,13,0x300085bc4421
0xB4127000,1404,21,0x44105a00204 => 0x4b6000206,12,0x440b4200401,16,0x4b6000602 => 0x44105a00204,9,0x40087a00401
0x108400842D8423,5534,43,0x680221be110 => 0x208845a00bc4,25,0x400860db630,33,0xc7041d8830 => 0x208845a00bc4,19,0x408300ff180
0x100400B4200401,2781,24,0x21b400604 => 0x28b400881,13,0x400011d3008,18,0x40978000204 => 0x28b400091,10,0x4000817c040
0x5000828C043D,1379,27,0x501280c00bc1 => 0x4c60020cb41,14,0x65e002005a1,19,0x50cc020800da => 0x501280c008da,11,0x6de0020002d
0x87B0043D,2768,27,0x6b6000b46 => 0x1800c5a000da,15,0x400f40075a0,19,0x2002605f0302 => 0x6b6000b46,11,0x40168449b40
0x1800084220421,2775,36,0x7480021102 => 0x43080620102,19,0x17600002220,25,0x47080421100 => 0x43080620102,14,0xfd00020008
0x108400B42007B1,5502,66,0x308845a00bc4 => 0x887284507082,37,0x7c80421f021,53,0x887e84500083 => 0x48706258831,29,0xc00861db430
0x318007AC000C,2758,53,0x211208579040 => 0x213c41085088,29,0x200181836c0c,39,0x21ac41884088 => 0x21c005bc0041,22,0x21b641080230
0x840184238421,2744,39,0x8871842040c0 => 0x20031b400462,20,0x20018403f420,29,0x20031b400462 => 0x21184101a418,16,0x2000c301b608
0x1084008080047F,2742,48,0x49042324314 => 0x198c00427102,25,0xf9e0060000c,35,0x190c00427182 => 0x19520084d104,20,0x7c600203181
0x39200000060,2724,28,0x642040102 => 0x602040308,16,0x1ca00020008,21,0x41000700102 => 0x8c00108108,12,0xe10000308
0x10840085AC0421,2720,31,0x45020393111 => 0x188c204b8102,17,0x22f60100005a,22,0x188c204b8102 => 0x41860293111,12,0xe180f80c1
0x10040000000C01,115,10,0x8800004204 => 0x60000004084,7,0x40000040211,9,0x40000000894 => 0x60000004084,6,0x40000040214
0x108400806C0421,1349,37,0x898c00580044 => 0x5100226c810,19,0x45f80200011,28,0x5100226c810 => 0x418c0328202,15,0x1c401e8201
0x10040085BE0421,5388,32,0x22a40188422d => 0x880ef4400811,18,0x1b920bc00042,24,0x32a4030800da => 0x32e4010800da,14,0x3000811f640c
0x108400802C0461,2671,37,0x528040e602 => 0x184c10c80090,21,0x59642200600,29,0x528040e602 => 0x309202900062,16,0x440003eb001
0x108400F4200461,2665,45,0x213603048302 => 0x8871842048c0,25,0x2010011ff008,33,0x21984101a418 => 0x213603048302,19,0x31a443800221
0x50008280047F,2663,54,0x4c60030f101 => 0x45100001fe2,29,0x5e000005bd,39,0x450801005bd => 0x6860220b301,20,0xde00000b5a
0x100C008000042D,2659,26,0x48640244800 => 0x40810048298,15,0x600101c8081,20,0x60610300402 => 0x60600208c10,12,0x40640200611
0x1004008000042D,2655,21,0x1a0c00440020 => 0x40610300402,11,0x58040120201,16,0x40610300402 => 0x1a0c00440020,9,0x400101cc080
0x51DA0280040C,1329,26,0xc2041206d090 => 0x880f10580881,14,0x180d00d80846,20,0x3012409e0206 => 0x50da028800c2,11,0x339202824014
0x21080188C00846,2626,48,0x51245080440c => 0x1a6010c80098,26,0x1b6000c80046,35,0x4f900220822 => 0x1a6010c80098,20,0x51a442800442
0x1007908020042D,5152,33,0x880f10448281 => 0x181282800bc1,19,0x58602224431,26,0x880f10448281 => 0x1812828005b1,14,0x40682324431
0x108000F6200421,2548,43,0x21120b448110 => 0x217601084220,23,0x210005ba400c,29,0x21c005b80041 => 0x21ec018800c0,16,0x200187a0041c
0x108400841F8423,2548,51,0x44905a007a3 => 0x4810bc00bc3,28,0x33be01800310,39,0xc0800823fc41 => 0x58045a00bc3,21,0xf8007a0003d
0x3FE00000460,631,38,0x334004264808 => 0x31c804320104,19,0x1be000c0010c,30,0x31c804320104 => 0x47880300198,15,0x1be000c00460
0x800084220420,628,13,0x43040280008 => 0x3880022100,9,0x7080200101,10,0x43102200100 => 0x2702008100,7,0x34c0000101
0x10800085AE0421,2512,27,0x200378406106 => 0x213603040b40,16,0x300045ba4208,19,0x2010604d6106 => 0x2002204fe102,12,0x200087bc0421
0x10040085AE0421,5020,31,0x20c101193888 => 0x20e501181888,17,0x1b920bc00008,22,0x304101193888 => 0x20e501181888,13,0x23b60100005a
0x10840185A00C21,2498,51,0x1b00111b200c => 0x1b001319200c,26,0x400606d8303,38,0x21f401084284 => 0x1b001319200c,19,0x400606d8303
0x82FA04000421,1263,25,0x88f0040048c1 => 0x188168c00091,15,0x21ae0100060c,19,0x508168c00811 => 0x508107a00602,11,0x21ae01000381
0x1084008411C421,4988,33,0x8a820409c220 => 0x698080b10c0,18,0x22be010008c0,25,0x19000407d820 => 0x213e01100091,14,0x33ac01800201
0x1004008431C421,1253,30,0x788080328c0 => 0x1a008401f820,15,0x320805a0041c,24,0x48904218431 => 0x489082308c2,12,0x320805a0041c
0x108400802005AD,1244,28,0x4460028f201 => 0x54610303011,16,0x5d600203081,22,0x50e50203011 => 0x5000687283,12,0x5d600203081
0x108400F6200421,2490,46,0x21f401181088 => 0x304185a00622,26,0x21b6010a400c,33,0x312413181018 => 0x897004501460,19,0x304985a00190
0x108400843E042D,2447,31,0x19ac00c29106 => 0x192c50449288,17,0x33da0180002d,23,0x192c10469182 => 0x192c50449288,13,0x1bfe00c00042
0x20087B0043D,2440,44,0xb6008bc00083 => 0x6b6000bc6,22,0x323e0198000c,29,0x6b6000bc6 => 0x311a01812618,15,0x40087a00c3d
0x108400803C7421,616,24,0xf480408008da => 0x191240966204,14,0x329202824431,19,0x5096409a4280 => 0x50df02800602,11,0x51de02800601
0x28A0010002D,599,22,0x48000406c06 => 0x48840160204,14,0x60002165010,17,0x60000909406 => 0x608800c0403,11,0x600000007a3
0x108400842205AD,2394,53,0x2f801e8c08 => 0x19ac0042e102,29,0x31120192d00c,33,0x53042324314 => 0x5a00062f103,19,0x20008870f443
0x1086008431C421,2368,73,0x708168400391 => 0x1a80208f6104,37,0x23fe01040802,53,0x22fe01081082 => 0x1b0004439c22,27,0x728007a00423
0x800084218421,2390,19,0x50818032040 => 0x14080b10c0,12,0x4000319a008,14,0x486019820 => 0x18c1012018,9,0x400042b8021
0x823804000611,1190,33,0x68020191110 => 0x40968000c06,19,0x600b4000283,24,0x48820091310 => 0x8b68004081,14,0x60020194181
0x21000102000C43,1162,60,0x78002142100 => 0xc700041208,34,0xcc00048218,36,0x78002142100 => 0xc700041208,20,0x650001390
0x108400B4200C61,4640,46,0x20c20113b408 => 0x312451800c11,24,0x580042fc021,36,0x20836844030c => 0x8c7184200604,19,0x700043bc021
0xC1C,583,12,0x880000c200 => 0x1800100084,8,0x1800000403,10,0x400140003 => 0x48040040002,7,0xa80004200
0x1000118C00C42,572,32,0xc30c0204060 => 0x24c080019c,17,0x17600000063,20,0x2702008318 => 0x205b81001040,11,0x7680000063
0x10843084200C2D,2286,48,0x8a0cb4501102 => 0x18cc204d8102,25,0x4008623cc31,35,0x5081817e0c0 => 0x20b403040b46,19,0x600063bc031
0x800184220C21,2284,36,0x36c0007040 => 0x7300409408,20,0x17600003300,25,0xf500042104 => 0x7300409408,14,0xfd00060008
0x20080380001802,579,24,0x50800180083 => 0x68000700401,12,0x580000c4201,19,0xca00120084 => 0x4c800120084,10,0x588000c0011
0x100580803C0421,2281,37,0x48f0020b201 => 0x49042124314,21,0x70600207421,29,0xc8f00608202 => 0x41700247201,16,0x406003e7001
0x108400807C0421,1139,40,0x5100226c811 => 0x1cc0129602,21,0x19cc00c80014,31,0x1cc0129602 => 0x6108222c811,16,0x45f80200814
0x108400802C3421,582,20,0x4c700388810 => 0x5084092b204,11,0x400503ec280,14,0x44710384801 => 0x5084092b204,8,0x400c02cb601
0x20038300000802,567,14,0x40000446206 => 0x60600204804,8,0x68600200201,12,0x40000446206 => 0x408001005a2,7,0x60810048081
0x100000802C0421,2240,18,0x40710200204 => 0x40680300102,11,0x40100223801,14,0x40700244100 => 0x4004080b804,8,0x401003e0800
0x108400842E3421,1134,23,0x513202866110 => 0x30c104383821,13,0x30010858f842,17,0x200270568382 => 0x301ac1920304,10,0x3000409bf204
0x3000838C043D,2235,29,0x5a64020cb40 => 0x5760024402d,16,0x77e002005a0,22,0x52612200b46 => 0x52e102205a2,12,0x77e0020002d
0x800180200C21,1114,23,0x16c2001080 => 0x5380401010,12,0x15600003080,17,0x16c2001080 => 0x5380401010,9,0x15600003200
0x53A402800C60,557,40,0x512402940063 => 0x1ae000c80063,20,0x7f80020018c,27,0x1ae000c80063 => 0x52a402880063,14,0x7f80020018c
0x100400802005BD,1108,36,0x200b801c0c22 => 0x1a0080200fe0,18,0x4004064f203,27,0x1a0080200fe0 => 0x441809c4c01,14,0x401809e4c04
0x108400803C0461,2207,45,0x54e10320404 => 0x4d900388810,23,0x59642200411,34,0xc48100183860 => 0x54e10320404,18,0x59642200411
0x20080000040862,551,23,0x40980000206 => 0x60810800804,12,0x58800080011,18,0x40980000604 => 0x40810900410,10,0x6880000010c
0x1084308620063D,2200,84,0x8cf104006bc0 => 0x89800623cc31,44,0x709368c0021c,64,0x217e0104023d => 0x8cf104006bc0,33,0x7000b632409c
0x108000842F8423,2175,33,0x210a5105e088 => 0x210218437842,18,0x2000130db298,23,0x200a700de180 => 0x210218437842,13,0x21800187f00c
0x1084308420063D,2171,74,0xb4c80105a818 => 0x22bc0106082d,37,0xc00203ff101,55,0xb4c80105a818 => 0x22bc0106082d,28,0xc00811ff408
0x108400806C0423,1084,32,0x45f80204404 => 0x716022c0003,16,0x401007e8803,24,0x480428cb204 => 0x716022c0003,13,0x401007e8803
0x39A00000414,1084,27,0x18c000105440 => 0x78800021880,14,0x29e00000281,19,0x18c000101442 => 0x68000421882,11,0x69000204281
0x129200800414,547,16,0x60000044b41 => 0x480001015b0,9,0x180000546006,13,0x1880001000da => 0x60000044b41,8,0x60800000bc1
0x1087808020043D,1084,29,0x194000d0f406 => 0x188c40c89206,16,0x1bde00c00410,24,0x194000d0f406 => 0x180c504c9282,13,0x180100de9806
0x100400803C3421,1066,24,0x48f00388810 => 0x880f00580881,12,0x309202824814,17,0x48f00388810 => 0x880f00580881,10,0x1800805ce402
0x1000008020042D,1062,16,0x4104004002d => 0x411001a0802,10,0x400403e0200,13,0x40000c89204 => 0x40040c06802,8,0x40010323001
0x70000294007F,1066,53,0x1ad20088b204 => 0x18cc0048f202,27,0xdde00600414,43,0x50cd02824890 => 0x30c80090007f,22,0xdde00600282
0x6200B7B00018,1061,34,0x202711037088 => 0x217601013288,19,0x20b6031d2008,22,0x2098610d210c => 0x20816bc00303,12,0x2036031d3008
0xF4200421,2109,23,0x2002604d0100 => 0x4b6000304,12,0xef4000100,17,0x4b6000106 => 0x2002204f0100,9,0x400f4200101
0x60000B43F85A1,703,22,0x310805b3b02d => 0x88810bc3645a,13,0x320085a3f02d,17,0x88810bc3645a => 0x8803781b2bc0,9,0x200085b3f42d
0x1086008411C421,4181,73,0x4c901053818 => 0x1b0004039c22,41,0x78805a04421,57,0x188104079822 => 0x1a8005a24c08,32,0x23be01000214
0x129200800C14,521,33,0x1a0000203c11 => 0x1a0000004c2d,17,0xe80000005b1,26,0x1a0000004c2d => 0x48800243811,13,0xe800000045e
0x108430C40007A3,4157,113,0x213e0104422d => 0x70a5011e4820,57,0x3208810df408,92,0x322c818c0423 => 0x3312088308c6,46,0x33ac0180402d
0x21109308C00C46,520,54,0x77800244b41 => 0x18e10004fb40,27,0x1be000c00bc4,43,0x50a50086482d => 0x339208d00431,22,0x1be000449b40
0x10840180200C2D,2072,42,0x45e80224804 => 0x4c1009e6800,22,0x496402c8011,31,0x61680228803 => 0x74610220403,16,0x496003e8001
0x100400F4200C61,2066,44,0xd8007a0030c => 0x89420409d220,25,0x19000bc0031c,32,0x228004678821 => 0x8c7184000306,19,0x19000bc0031c
0x100400843D8421,2043,27,0x8a4113a608 => 0x1852209d4100,15,0x1800084f7042,19,0x480084b70c2 => 0x48f04218430,11,0x4000317f018
0x108430C40005A3,4068,52,0x20ec0108422d => 0x8832c4121302,30,0xc00f4126620,41,0x22a4018800de => 0x329208c30c40,23,0xc0007ba4031
0x1006008431C421,1016,67,0x788080370c0 => 0x1a80208f4104,34,0x320805b4001c,45,0x1a80208f4104 => 0x788082300c3,23,0x1b8008470046
0x10040000000401,97,8,0x200044200 => 0x200100011,5,0x8a00000200,7,0x40800100080 => 0x60000040002,4,0x40000044200
0x1F6000005AD,509,50,0x2019811e1c08 => 0xf9002005ad,26,0x57800200fe0,35,0x2019811e1c08 => 0xf9002005ad,19,0xf50000087f
0x108400B4600421,2028,38,0x698080ba040 => 0x218805b80041,23,0x20920b408818,27,0x218805b80041 => 0x20bc41000861,17,0x440041bf020
0x1800084218631,2016,41,0x498080be040 => 0x1c8803c841,21,0x4488423c021,27,0x1908238443 => 0x632092384,15,0x9e080f8040
0x10040000000C61,500,18,0x40980004880 => 0x40980005400,10,0x8a00000063,14,0x40980005400 => 0x242000c11,8,0x64000160001
0x18000000008C6,508,18,0x48042840001 => 0xf80001002,10,0xe80003010,13,0xd200020084 => 0x5200048210,8,0xd800024001
0x1084000411C421,2001,26,0x1a001b400604 => 0x508105a00602,15,0x180168440806,21,0x508105a00206 => 0x618080308c2,12,0x1800011d600c
0x1085808020042D,998,21,0x51840323201 => 0x616022a4090,12,0x400809eb404,16,0x416c0320602 => 0x606122a4090,9,0x195e00c00014
0x100400B42007A1,3966,29,0x600b6000b46 => 0x600b440083d,15,0x32b60180001c,21,0x600b44005b1 => 0x600b60007a2,12,0x400841fc421
0x1004008411C421,1983,30,0x1a008401d820 => 0x489080318c0,16,0x1800201f0106,25,0x1a008401d820 => 0x489080308c2,13,0x180008177040
0x100400802C043D,1974,23,0x50c902380804 => 0x1892408005b0,13,0x400403e7201,19,0x4884092022d => 0x18d20090005a,11,0x58602224411
0x1013C88080005E,983,27,0x24102105480da => 0x2414a021025b0,14,0x6de002005a1,20,0x5296008800da => 0x24106101480da,12,0x7012809c440c
0x39A0000041C,652,24,0x19c000101442 => 0x19c000105440,14,0x338800800811,18,0x21ca00100091 => 0x88c200500406,10,0x29e0000060c
0x800084218C21,1954,23,0x50818036040 => 0x44011092218,14,0xc00c4218220,16,0xd0018431040 => 0xc00c101e008,10,0x20b403140008
0x40180200401,488,16,0x41040008802 => 0x40980002004,9,0x700006080,14,0x1840008810 => 0x40980002004,7,0x5200048002
0x823804000411,975,19,0x480080308c2 => 0x40968000406,10,0x40005b04404,15,0x48968000006 => 0x480080308c2,9,0x40805b40004
